"pID","wID","AOI","Response","Acc1_3vs4_6","Acc1_3vs6","Acc1_2vs5_6","Acc1_4vs6","RecTask","AOIviewed","RecTaskLab","TotalGazeDuration","NormalizedGazeDuration","AverageGazeDuration","MaximumGazeDuration","MinimumGazeDuration","GazeCount","TimeToFirstFixation","GazedAtBy","AOITransitionRate","FixationCount","SaccadeCount","GazePointValidity","AverageFixationDuration","AverageSaccadeDuration","AverageSaccadeLength","FixationRate","FixationSaccadeTimeRatio","ScanPathLength","ScanPathDuration","ScanPathArea","MeanPupilDilation","PWID","RT","Condition"
1,7,"LM001","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM001",288.139,0.000238658,57.6278,188.034,3.984,5,1128535.916,1,0.571508069,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_7",1.126526,"LM"
1,5,"LM001","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM001",286.082,0.000263731,71.5205,119.916,20.026,4,82902.7,1,0.793733280863477,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_5",1.126526,"LM"
1,2,"LM001","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM001",127.893,8.74735671394978e-05,25.5786,48.016,7.841,5,394996.009,1,1.11827294905178,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_2",1.126526,"LM"
1,3,"LM001","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM001",219.838,0.000185475,54.9595,83.876,4.077,4,151035.871,1,1.4114950824798,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_3",1.126526,"LM"
1,4,"LM001","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM001",136.009,0.000116698,136.009,136.009,136.009,1,108052.031,1,0.689844541782158,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_4",1.126526,"LM"
1,6,"LM001","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM001",91.958,7.9e-05,30.6527,43.995,16.009,3,80800.04,1,0.749574831,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_6",1.126526,"LM"
1,1,"LM001","5","Scored>=4",NA,"Scored>=5",NA,"Before",0,"LM001",0,0,0,0,0,0,NA,0,1.435756371,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_1",1.126526,"LM"
1,5,"LM002","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM002",468.004,0.000431441,156.0013,408.002,16.017,3,105471.266,1,0.793733280863477,2,1,1,164,20,37.8106401559138,5.73149657972942,16.457051378258,37.8106401559138,348.949,460.18751,0,"PW_1_5",5.467003,"LM"
1,2,"LM002","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM002",472.04,0.000322856,94.408,235.932,32.377,5,412636.037,1,1.11827294905178,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_2",5.467003,"LM"
1,4,"LM002","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM002",59.935,5.14251649399423e-05,11.987,20.002,3.861,5,133252.023,1,0.689844541782158,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_4",5.467003,"LM"
1,6,"LM002","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",1,"LM002",4076.022,0.003499752,4076.022,4076.022,4076.022,1,100499.993,1,0.749574831,5,6,1,414,65,127.4810036,2.032593036,5.270470888,669.2073008,2459.912,47281.53589,0,"PW_1_6",5.467003,"LM"
1,3,"LM002","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM002",799.586,0.000674604,133.2643,692.147,3.783,6,171563.954,1,1.4114950824798,2,1,1,284,56,96.945314657285,3.20446060916796,10.1517501384745,96.945314657285,624.13,2984.091705,0,"PW_1_3",5.467003,"LM"
1,7,"LM002","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",1,"LM002",2376.155,0.001968104,2376.155,2376.155,2376.155,1,1105867.961,1,0.571508069,3,3,1,382,26,60.72412792,2.450593983,14.45893421,104.5480867,1224.193,5725.80523,0,"PW_1_7",5.467003,"LM"
1,1,"LM002","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM002",427.73,0.000372192,71.2883,368.007,3.971,6,122867.997,1,1.435756371,1,0,1,148,0,0,6.754976729,Inf,0,148.039,0,0,"PW_1_1",5.467003,"LM"
1,1,"LM003","5","Scored>=4",NA,"Scored>=5",NA,"Before",0,"LM003",0,0,0,0,0,0,NA,0,1.435756371,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_1",1.672974,"LM"
1,3,"LM003","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM003",208.659,0.000176044,29.8084,119.988,4.293,7,176971.779,1,1.4114950824798,1,1,1,100,20,36.4310443989738,8.33416675000833,4.95414847161572,0,119.988,120.231919999999,0,"PW_1_3",1.672974,"LM"
1,4,"LM003","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM003",11.854,1.01709169132907e-05,5.927,7.921,3.933,2,137620.14,1,0.689844541782158,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_4",1.672974,"LM"
1,7,"LM003","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM003",7.979,6.61e-06,7.979,7.979,7.979,1,1102059.933,1,0.571508069,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_7",1.672974,"LM"
1,5,"LM003","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM003",152.382,0.000140477,21.7689,47.992,12.001,7,109687.225,1,0.793733280863477,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_5",1.672974,"LM"
1,6,"LM003","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM003",464.133,0.000398514,116.0333,347.989,4.077,4,104748.01,1,0.749574831,2,2,1,98,43,71.28803298,0.976629739,2.261031525,62.2784743,2047.859,22134.51583,0,"PW_1_6",1.672974,"LM"
1,2,"LM003","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM003",141.924,9.70701957316357e-05,35.481,60.01,4.025,4,420431.975,1,1.11827294905178,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_2",1.672974,"LM"
1,3,"LM004","5","Scored>=4",NA,"Scored>=5",NA,"Before",0,"LM004",0,0,0,0,0,0,NA,0,1.4114950824798,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_3",8.167358,"LM"
1,4,"LM004","5","Scored>=4",NA,"Scored>=5",NA,"Before",0,"LM004",0,0,0,0,0,0,NA,0,0.689844541782158,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_4",8.167358,"LM"
1,2,"LM004","5","Scored>=4",NA,"Scored>=5",NA,"Before",0,"LM004",0,0,0,0,0,0,NA,0,1.11827294905178,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_2",8.167358,"LM"
1,1,"LM004","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM004",3.995,3.48e-06,3.995,3.995,3.995,1,124044.001,1,1.435756371,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_1",8.167358,"LM"
1,6,"LM004","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM004",620.087,0.000532419,155.0217,495.954,8.072,4,107056.075,1,0.749574831,1,1,1,452,28,68.58326752,2.083359375,16.14447977,0,479.994,1984.95242,0,"PW_1_6",8.167358,"LM"
1,5,"LM004","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM004",176.182,0.000162418,176.182,176.182,176.182,1,109987.272,1,0.793733280863477,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_5",8.167358,"LM"
1,7,"LM004","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM004",947.958,0.000785168,315.986,636.008,75.958,3,1099023.946,1,0.571508069,3,1,1,265,4,49.41332575,1.43952346,202.7768721,93.86258722,2084.023,2684.472996,0,"PW_1_7",8.167358,"LM"
1,1,"LM005","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM005",1927.884,0.001677559,83.821,755.965,3.957,23,121328.496,1,1.435756371,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_1",5.466309,"LM"
1,5,"LM005","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM005",1124.115,0.001036292,74.941,299.994,4.066,15,103607.224,1,0.793733280863477,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_5",5.466309,"LM"
1,4,"LM005","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM005",1947.802,0.001671245,102.5159,540.064,3.929,19,131580.08,1,0.689844541782158,2,1,1,234,23,65.9285971714854,1.15465707839429,19.95329132249,33.2470591932579,1732.116,1665.307056,0,"PW_1_4",5.466309,"LM"
1,6,"LM005","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM005",487.941,0.000418956,121.9853,295.983,20.035,4,105187.989,1,0.749574831,1,1,1,240,40,31.06043388,3.571377552,6.001850463,0,280.004,381.199964,0,"PW_1_6",5.466309,"LM"
1,2,"LM005","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM005",907.959,0.000621007,100.8843,695.973,3.985,9,415967.955,1,1.11827294905178,2,1,1,260,40,51.4362220424479,3.57190057257566,12.9420333159035,51.4362220424479,559.926,1317.912669,0,"PW_1_2",5.466309,"LM"
1,7,"LM005","5","Scored>=4",NA,"Scored>=5",NA,"After",1,"LM005",456.107,0.000377781,152.0357,436.012,8.04,3,1096771.92,1,0.571508069,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_7",5.466309,"LM"
1,3,"LM005","5","Scored>=4",NA,"Scored>=5",NA,"Before",1,"LM005",3117.957,0.002630592,115.4799,540.123,3.897,27,169463.843,1,1.4114950824798,3,1,1,152,16,50.6305961351434,0.377456819254425,28.4819119025305,173.315557989742,7947.929,7501.55372399999,0,"PW_1_3",5.466309,"LM"
1,3,"LM006","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM006",1288.798,0.001087347,184.114,711.938,3.858,7,196311.696,1,1.4114950824798,3,4,1,251,32,81.1761801218177,1.81160076666944,5.87514354235183,131.671565932683,1655.994,11926.636623,0,"PW_1_3",1.358917,"LM"
1,6,"LM006","6","Scored>=4","Scored=6","Scored>=5","Scored=6","After",0,"LM006",0,0,0,0,0,0,NA,0,0.749574831,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_6",1.358917,"LM"
1,2,"LM006","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM006",468.564,0.000320479,66.9377,180.003,16.325,7,436767.989,1,1.11827294905178,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_2",1.358917,"LM"
1,4,"LM006","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",0,"LM006",0,0,0,0,0,0,NA,0,0.689844541782158,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_4",1.358917,"LM"
1,5,"LM006","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM006",67.945,6.26367105322519e-05,22.6483,27.995,11.99,3,129371.229,1,0.793733280863477,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_5",1.358917,"LM"
1,7,"LM006","6","Scored>=4","Scored=6","Scored>=5","Scored=6","After",1,"LM006",1072.199,0.000888073,1072.199,1072.199,1072.199,1,1084527.953,1,0.571508069,5,4,1,166,40,100.3822228,5.040134592,5.198836512,401.528891,992.037,25161.77164,0,"PW_1_7",1.358917,"LM"
1,1,"LM006","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM006",80.008,6.96e-05,26.6693,68.01,3.978,3,148776.02,1,1.435756371,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_1",1.358917,"LM"
1,4,"LM007","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM007",6092.271,0.005227264,380.7669,1380.197,3.988,16,152652.061,1,0.689844541782158,9,5,1,447,42,106.605419515968,0.455007654998231,19.3463210123466,998.250879915035,19779.887,63038.276511,0,"PW_1_4",1.706177,"LM"
1,6,"LM007","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",1,"LM007",4200.471,0.003606606,175.0196,1460.074,4.006,24,126892.005,1,0.749574831,5,0,1,473,0,0,0.561041796,Inf,359.3265605,8911.992,20631.86023,0,"PW_1_6",1.706177,"LM"
1,1,"LM007","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM007",3716.021,0.003233516,232.2513,2395.978,3.956,16,139024.038,1,1.435756371,2,2,1,1016,34,54.6388934,0.952402268,29.8694048,48.17022633,2099.953,3150.373088,0,"PW_1_1",1.706177,"LM"
1,5,"LM007","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM007",3109.085,0.002866184,124.3634,516.027,4,25,128459.217,1,0.793733280863477,6,2,1,197,32,101.605307340232,1.12191893013811,18.5003515570069,783.395305444092,5347.98,74451.989599,0,"PW_1_5",1.706177,"LM"
1,2,"LM007","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM007",2356.77,0.001611934,117.8385,547.954,3.885,20,433539.997,1,1.11827294905178,3,3,1,187,48,67.6014503031624,0.332452408329573,3.88871374308193,228.452878629217,9023.848,19798.558448,0,"PW_1_2",1.706177,"LM"
1,7,"LM007","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",1,"LM007",483.997,0.000400881,483.997,483.997,483.997,1,1077395.932,1,0.571508069,2,1,1,144,56,60.43277463,5.813277526,5.15753584,60.43277463,344.04,1795.795925,0,"PW_1_7",1.706177,"LM"
1,3,"LM007","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM007",3571.987,0.003013653,142.8795,1320.229,4.012,25,186923.714,1,1.4114950824798,10,6,1,217,34,75.8188538295311,0.674030449325548,10.6384366738116,818.238537129376,14836.125,22996.069504,0,"PW_1_3",1.706177,"LM"
1,4,"LM008","4","Scored>=4",NA,NA,"Scored<=4","Before",0,"LM008",0,0,0,0,0,0,NA,0,0.689844541782158,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_4",3.462433,"LM"
1,1,"LM008","4","Scored>=4",NA,NA,"Scored<=4","Before",1,"LM008",451.993,0.000393304,225.9965,384.003,67.99,2,156456.043,1,1.435756371,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_1",3.462433,"LM"
1,7,"LM008","4","Scored>=4",NA,NA,"Scored<=4","After",0,"LM008",0,0,0,0,0,0,NA,0,0.571508069,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_7",3.462433,"LM"
1,2,"LM008","4","Scored>=4",NA,NA,"Scored<=4","Before",1,"LM008",276.004,0.000188775,276.004,276.004,276.004,1,446239.988,1,1.11827294905178,0,1,1,0,168,187.877889249906,0,0,0,168.006,16871.56989,0,"PW_1_2",3.462433,"LM"
1,3,"LM008","4","Scored>=4",NA,NA,"Scored<=4","Before",0,"LM008",0,0,0,0,0,0,NA,0,1.4114950824798,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_3",3.462433,"LM"
1,5,"LM009","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM009",0,0,0,0,0,0,NA,0,0.793733280863477,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_5",0.9598389,"LM"
1,2,"LM009","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM009",203.952,0.000139495,101.976,183.989,19.963,2,446515.992,1,1.11827294905178,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_2",0.9598389,"LM"
1,6,"LM009","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",0,"LM009",0,0,0,0,0,0,NA,0,0.749574831,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_6",0.9598389,"LM"
1,1,"LM009","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM009",88.166,7.67e-05,88.166,88.166,88.166,1,157087.989,1,1.435756371,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_1",0.9598389,"LM"
1,3,"LM009","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM009",0,0,0,0,0,0,NA,0,1.4114950824798,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_3",0.9598389,"LM"
1,7,"LM009","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",0,"LM009",0,0,0,0,0,0,NA,0,0.571508069,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_7",0.9598389,"LM"
1,4,"LM009","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM009",0,0,0,0,0,0,NA,0,0.689844541782158,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_4",0.9598389,"LM"
1,1,"LM010","3","Scored<=3","Scored<=3",NA,"Scored<=4","Before",1,"LM010",300.541,0.000261517,300.541,300.541,300.541,1,155516.235,1,1.435756371,0,1,1,0,52,52.68620002,0,0,0,52.009,1332.424724,0,"PW_1_1",1.82312,"LM"
1,6,"LM010","3","Scored<=3","Scored<=3",NA,"Scored<=4","After",0,"LM010",0,0,0,0,0,0,NA,0,0.749574831,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_6",1.82312,"LM"
1,3,"LM010","3","Scored<=3","Scored<=3",NA,"Scored<=4","Before",1,"LM010",8.011,6.75880879004521e-06,8.011,8.011,8.011,1,204667.781,1,1.4114950824798,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_3",1.82312,"LM"
1,5,"LM010","3","Scored<=3","Scored<=3",NA,"Scored<=4","Before",1,"LM010",63.983,5.8984246817059e-05,63.983,63.983,63.983,1,136987.213,1,0.793733280863477,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_5",1.82312,"LM"
1,4,"LM010","3","Scored<=3","Scored<=3",NA,"Scored<=4","Before",0,"LM010",0,0,0,0,0,0,NA,0,0.689844541782158,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_4",1.82312,"LM"
1,2,"LM010","3","Scored<=3","Scored<=3",NA,"Scored<=4","Before",0,"LM010",0,0,0,0,0,0,NA,0,1.11827294905178,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_2",1.82312,"LM"
1,1,"LM011","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM011",99.876,8.69e-05,49.938,88.021,11.855,2,169432.137,1,1.435756371,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_1",1.954437,"LM"
1,5,"LM011","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",0,"LM011",0,0,0,0,0,0,NA,0,0.793733280863477,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_5",1.954437,"LM"
1,6,"LM011","6","Scored>=4","Scored=6","Scored>=5","Scored=6","After",1,"LM011",28.009,2.4e-05,28.009,28.009,28.009,1,150600.043,1,0.749574831,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_6",1.954437,"LM"
1,2,"LM011","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",0,"LM011",0,0,0,0,0,0,NA,0,1.11827294905178,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_2",1.954437,"LM"
1,4,"LM011","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM011",80.059,6.86918708588778e-05,80.059,80.059,80.059,1,189540.037,1,0.689844541782158,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_4",1.954437,"LM"
1,3,"LM011","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM011",3.927,3.31317464967015e-06,3.927,3.927,3.927,1,213823.811,1,1.4114950824798,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_3",1.954437,"LM"
1,6,"LM012","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",1,"LM012",2247.971,0.001930152,2247.971,2247.971,2247.971,1,158472.037,1,0.749574831,10,9,1,137,69,161.8817373,5.00999996,2.19852061,1456.935636,1996.008,161924.6435,0,"PW_1_6",5.649658,"LM"
1,2,"LM012","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM012",936.015,0.000640196,156.0025,323.892,24.009,6,459499.989,1,1.11827294905178,3,1,1,123,92,69.3468468569408,1.71229553764368,3.99918496864846,394.071083272892,1752.034,27597.708325,0,"PW_1_2",5.649658,"LM"
1,5,"LM012","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM012",360.015,0.000331888,360.015,360.015,360.015,1,157487.245,1,0.793733280863477,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_5",5.649658,"LM"
1,7,"LM012","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",1,"LM012",679.159,0.000562529,339.5795,603.968,75.191,2,1053456.757,1,0.571508069,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_7",5.649658,"LM"
1,1,"LM012","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM012",488.094,0.000424718,122.0235,204.015,28.01,4,172131.994,1,1.435756371,1,0,1,121,0,0,8.294487484,Inf,0,120.562,0,0,"PW_1_1",5.649658,"LM"
1,4,"LM012","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM012",2507.571,0.002151535,250.7571,1492.009,3.929,10,195152.287,1,0.689844541782158,6,7,1,249,92,151.244501901017,2.60413501919248,2.31682903877986,721.302052497244,2304.028,91948.559013,0,"PW_1_4",5.649658,"LM"
1,3,"LM012","2","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM012",527.882,0.000445369,58.6536,344.029,7.941,9,219271.85,1,1.4114950824798,2,1,1,130,32,37.405403700535,6.84823623675722,8.17921800352024,37.405403700535,292.046,194.470785000003,0,"PW_1_3",5.649658,"LM"
1,2,"LM013","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM013",4096.048,0.002801529,2048.024,3860.04,236.008,2,477548.012,1,1.11827294905178,3,4,1,1223,89,115.931195861571,0.7115702267632,10.3239042647493,178.073718425154,4216.028,41062.497026,0,"PW_1_2",5.252167,"LM"
1,3,"LM013","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM013",4440.127,0.003746095,1480.0423,3804.047,71.837,3,238015.874,1,1.4114950824798,6,6,1,495,61,90.2939859409777,1.55926452610833,8.05299891185481,428.463440284419,3847.968,87549.54697,0,"PW_1_3",5.252167,"LM"
1,1,"LM013","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM013",171.983,0.000149652,171.983,171.983,171.983,1,190624.048,1,1.435756371,1,1,1,72,52,119.2717637,8.066793046,1.385915276,0,123.965,2611.390077,0,"PW_1_1",5.252167,"LM"
1,4,"LM013","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM013",4615.967,0.003960572,2307.9835,4048.014,567.953,2,211772.015,1,0.689844541782158,7,7,1,407,70,82.2790758311934,2.09580399082996,5.79298127866419,532.833246438494,3340.007,10899.469981,0,"PW_1_4",5.252167,"LM"
1,7,"LM013","6","Scored>=4","Scored=6","Scored>=5","Scored=6","After",0,"LM013",0,0,0,0,0,0,NA,0,0.571508069,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_7",5.252167,"LM"
1,5,"LM013","6","Scored>=4","Scored=6","Scored>=5","Scored=6","Before",1,"LM013",2543.575,0.002344855,423.9292,1135.988,11.837,6,172759.221,1,0.793733280863477,3,4,1,201,40,93.1238988427152,3.27505553948352,3.757484992652,164.6983179,916.015,30051.50408,0,"PW_1_5",5.252167,"LM"
1,6,"LM013","6","Scored>=4","Scored=6","Scored>=5","Scored=6","After",1,"LM013",3876.03,0.003328035,646.005,3703.915,3.988,6,171780.012,1,0.749574831,1,1,1,968,28,25.85645105,1.004014048,34.58166619,0,996.002,327.80163,0,"PW_1_6",5.252167,"LM"
1,6,"LM014","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",0,"LM014",0,0,0,0,0,0,NA,0,0.749574831,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_6",5.06958,"LM"
1,3,"LM014","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM014",0,0,0,0,0,0,NA,0,1.4114950824798,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_3",5.06958,"LM"
1,5,"LM014","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM014",0,0,0,0,0,0,NA,0,0.793733280863477,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_5",5.06958,"LM"
1,2,"LM014","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",1,"LM014",19.995,1.36757600099635e-05,19.995,19.995,19.995,1,477172.01,1,1.11827294905178,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_2",5.06958,"LM"
1,7,"LM014","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","After",1,"LM014",344.106,0.000285014,172.053,332.076,12.03,2,1035968.017,1,0.571508069,2,1,1,132,32,54.73897789,6.756551321,8.249414117,54.73897789,296.009,1333.1034,0,"PW_1_7",5.06958,"LM"
1,4,"LM014","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM014",0,0,0,0,0,0,NA,0,0.689844541782158,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_4",5.06958,"LM"
1,1,"LM014","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM014",0,0,0,0,0,0,NA,0,1.435756371,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_1",5.06958,"LM"
1,1,"LM015","4","Scored>=4",NA,NA,"Scored<=4","Before",1,"LM015",428.512,0.000372872,47.6124,140.006,4.05,9,200463.997,1,1.435756371,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_1",2.104126,"LM"
1,2,"LM015","4","Scored>=4",NA,NA,"Scored<=4","Before",1,"LM015",188.115,0.000128663,47.0288,112.012,3.997,4,482163.996,1,1.11827294905178,0,0,1,0,0,0,0,0,0,0,Inf,0,"PW_1_2",2.104126,"LM"
1,7,"LM015","4","Scored>=4",NA,NA,"Scored<=4","After",0,"LM015",0,0,0,0,0,0,NA,0,0.571508069,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_7",2.104126,"LM"
1,3,"LM015","4","Scored>=4",NA,NA,"Scored<=4","Before",1,"LM015",290.888,0.00024542,58.1776,171.922,3.937,5,244227.872,1,1.4114950824798,1,0,1,108,0,0,9.29005406811468,Inf,0,107.642,0,0,"PW_1_3",2.104126,"LM"
1,5,"LM015","4","Scored>=4",NA,NA,"Scored<=4","Before",1,"LM015",803.803,0.000741005,114.829,463.97,3.913,7,177467.744,1,0.793733280863477,3,3,1,149,37,56.7551847457722,1.14502287183186,4.0009466736923,167.848318365604,2620.035,17994.086618,0,"PW_1_5",2.104126,"LM"
1,6,"LM015","4","Scored>=4",NA,NA,"Scored<=4","After",1,"LM015",979.582,0.000841088,108.8424,319.897,3.945,9,177376.01,1,0.749574831,2,0,1,178,0,0,0.846021899,Inf,146.0038223,2364.005,10242.5699,0,"PW_1_6",2.104126,"LM"
1,4,"LM015","4","Scored>=4",NA,NA,"Scored<=4","Before",1,"LM015",1384,0.001187494,125.8182,544.089,4.03,11,219396.056,1,0.689844541782158,3,1,1,155,60,139.903392510689,1.09011231790582,7.72984905534637,218.416116301168,2752.01,13069.32696,0,"PW_1_4",2.104126,"LM"
1,1,"LM016","1","Scored<=3","Scored<=3","Scored<=2","Scored<=4","Before",0,"LM016",0,0,0,0,0,0,NA,0,1.435756371,0,0,0,0,0,0,0,0,0,0,Inf,0,"PW_1_1",3.727417,"LM"
